transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,hour,timeslot
71018,2023-04-19,13:22:39,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,13,Afternoon
71019,2023-04-19,13:22:39,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,13,Afternoon
71020,2023-04-19,13:26:47,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,13,Afternoon
71021,2023-04-19,13:27:54,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,13,Afternoon
71022,2023-04-19,13:28:05,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,13,Afternoon
71023,2023-04-19,13:32:18,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,13,Afternoon
71024,2023-04-19,13:37:27,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,13,Afternoon
71025,2023-04-19,13:37:27,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,13,Afternoon
71026,2023-04-19,13:37:40,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,13,Afternoon
71027,2023-04-19,13:38:25,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,13,Afternoon
71028,2023-04-19,13:38:39,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,13,Afternoon
71029,2023-04-19,13:42:09,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,13,Afternoon
71030,2023-04-19,13:44:13,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,13,Afternoon
71031,2023-04-19,13:44:13,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,13,Afternoon
71032,2023-04-19,13:44:18,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,13,Afternoon
71033,2023-04-19,13:47:22,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,13,Afternoon
71034,2023-04-19,13:47:22,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,13,Afternoon
71035,2023-04-19,13:49:49,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,13,Afternoon
71036,2023-04-19,13:53:30,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,13,Afternoon
71037,2023-04-19,13:57:08,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,13,Afternoon
71038,2023-04-19,13:57:08,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,13,Afternoon
71039,2023-04-19,13:59:23,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,13,Afternoon
71040,2023-04-19,14:00:15,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,14,Afternoon
71041,2023-04-19,14:03:14,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,14,Afternoon
71042,2023-04-19,14:05:57,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,14,Afternoon
71043,2023-04-19,14:07:04,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,14,Afternoon
71044,2023-04-19,14:12:44,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,14,Afternoon
71045,2023-04-19,14:19:00,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,14,Afternoon
71046,2023-04-19,14:19:00,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,14,Afternoon
71047,2023-04-19,14:19:51,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,14,Afternoon
71048,2023-04-19,14:20:39,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,14,Afternoon
71049,2023-04-19,14:20:39,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,14,Afternoon
71050,2023-04-19,14:20:43,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,14,Afternoon
71051,2023-04-19,14:21:46,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,14,Afternoon
71052,2023-04-19,14:21:55,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,14,Afternoon
71053,2023-04-19,14:22:42,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,14,Afternoon
71054,2023-04-19,14:22:42,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,14,Afternoon
71055,2023-04-19,14:22:57,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,14,Afternoon
71056,2023-04-19,14:22:57,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,14,Afternoon
71057,2023-04-19,14:24:14,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,14,Afternoon
71058,2023-04-19,14:25:05,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,14,Afternoon
71059,2023-04-19,14:25:05,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,14,Afternoon
71060,2023-04-19,14:25:42,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,14,Afternoon
71061,2023-04-19,14:25:56,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,14,Afternoon
71062,2023-04-19,14:26:44,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,14,Afternoon
71063,2023-04-19,14:33:46,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,14,Afternoon
71064,2023-04-19,14:34:34,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,14,Afternoon
71065,2023-04-19,14:34:34,1,3,Astoria,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,14,Afternoon
71066,2023-04-19,14:34:45,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,14,Afternoon
71067,2023-04-19,14:37:52,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,14,Afternoon
71068,2023-04-19,14:38:47,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,14,Afternoon
71069,2023-04-19,14:38:47,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,14,Afternoon
71070,2023-04-19,14:40:40,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,14,Afternoon
71071,2023-04-19,14:44:36,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,14,Afternoon
71072,2023-04-19,14:47:43,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,14,Afternoon
71073,2023-04-19,14:47:54,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,14,Afternoon
71074,2023-04-19,14:48:27,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,14,Afternoon
71075,2023-04-19,14:48:52,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,14,Afternoon
71076,2023-04-19,14:49:19,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,14,Afternoon
71077,2023-04-19,14:49:49,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,14,Afternoon
71078,2023-04-19,14:50:20,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,14,Afternoon
71079,2023-04-19,14:54:06,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,14,Afternoon
71080,2023-04-19,15:00:32,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,15,Afternoon
71081,2023-04-19,15:02:37,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,15,Afternoon
71082,2023-04-19,15:02:44,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,15,Afternoon
71083,2023-04-19,15:03:47,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,15,Afternoon
71084,2023-04-19,15:03:47,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,15,Afternoon
71085,2023-04-19,15:06:54,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,15,Afternoon
71086,2023-04-19,15:06:54,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,15,Afternoon
71087,2023-04-19,15:08:45,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,15,Afternoon
71088,2023-04-19,15:10:26,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,15,Afternoon
71089,2023-04-19,15:12:06,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,15,Afternoon
71090,2023-04-19,15:12:06,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,15,Afternoon
71091,2023-04-19,15:12:06,1,3,Astoria,81,28.0,Branded,Clothing,I Need My Bean! T-shirt,15,Afternoon
71092,2023-04-19,15:12:10,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,15,Afternoon
71093,2023-04-19,15:15:29,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,15,Afternoon
71094,2023-04-19,15:16:28,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,15,Afternoon
71095,2023-04-19,15:16:28,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,15,Afternoon
71096,2023-04-19,15:18:36,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,15,Afternoon
71097,2023-04-19,15:18:36,1,5,Lower Manhattan,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,15,Afternoon
71098,2023-04-19,15:27:37,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,15,Afternoon
71099,2023-04-19,15:27:37,1,5,Lower Manhattan,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,15,Afternoon
71100,2023-04-19,15:31:34,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,15,Afternoon
71101,2023-04-19,15:31:34,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,15,Afternoon
71102,2023-04-19,15:31:41,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,15,Afternoon
71103,2023-04-19,15:31:41,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,15,Afternoon
71104,2023-04-19,15:33:31,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,15,Afternoon
71105,2023-04-19,15:34:18,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,15,Afternoon
71106,2023-04-19,15:34:45,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,15,Afternoon
71107,2023-04-19,15:36:12,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,15,Afternoon
71108,2023-04-19,15:36:19,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,15,Afternoon
71109,2023-04-19,15:40:01,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,15,Afternoon
71110,2023-04-19,15:42:58,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,15,Afternoon
71111,2023-04-19,15:43:12,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,15,Afternoon
71112,2023-04-19,15:44:13,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,15,Afternoon
71113,2023-04-19,15:45:18,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,15,Afternoon
71114,2023-04-19,15:47:26,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,15,Afternoon
71115,2023-04-19,15:52:14,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,15,Afternoon
71116,2023-04-19,15:53:37,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,15,Afternoon
71117,2023-04-19,15:54:12,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,15,Afternoon
71118,2023-04-19,15:54:12,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,15,Afternoon
71119,2023-04-19,15:54:51,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,15,Afternoon
71120,2023-04-19,15:55:10,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,15,Afternoon
71121,2023-04-19,15:56:44,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,15,Afternoon
71122,2023-04-19,16:00:15,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,16,Afternoon
71123,2023-04-19,16:00:15,1,8,Hell's Kitchen,10,10.0,Coffee beans,Green beans,Guatemalan Sustainably Grown,16,Afternoon
71124,2023-04-19,16:04:50,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,16,Afternoon
71125,2023-04-19,16:05:39,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,16,Afternoon
71126,2023-04-19,16:05:39,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,16,Afternoon
71127,2023-04-19,16:07:36,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,16,Afternoon
71128,2023-04-19,16:13:16,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,16,Afternoon
71129,2023-04-19,16:16:30,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,16,Afternoon
71130,2023-04-19,16:17:29,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,16,Afternoon
71131,2023-04-19,16:17:29,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,16,Afternoon
71132,2023-04-19,16:18:34,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,16,Afternoon
71133,2023-04-19,16:18:38,2,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,16,Afternoon
71134,2023-04-19,16:20:32,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,16,Afternoon
71135,2023-04-19,16:23:25,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,16,Afternoon
71136,2023-04-19,16:27:11,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,16,Afternoon
71137,2023-04-19,16:27:45,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,16,Afternoon
71138,2023-04-19,16:27:45,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,16,Afternoon
71139,2023-04-19,16:27:52,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,16,Afternoon
71140,2023-04-19,16:29:23,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,16,Afternoon
71141,2023-04-19,16:29:25,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,16,Afternoon
71142,2023-04-19,16:31:57,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,16,Afternoon
71143,2023-04-19,16:34:16,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,16,Afternoon
71144,2023-04-19,16:34:31,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,16,Afternoon
71145,2023-04-19,16:34:31,1,8,Hell's Kitchen,6,21.0,Coffee beans,Gourmet Beans,Ethiopia,16,Afternoon
71146,2023-04-19,16:34:33,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,16,Afternoon
71147,2023-04-19,16:41:25,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,16,Afternoon
71148,2023-04-19,16:51:19,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,16,Afternoon
71149,2023-04-19,16:51:19,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,16,Afternoon
71150,2023-04-19,16:51:19,1,3,Astoria,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,16,Afternoon
71151,2023-04-19,16:51:36,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,16,Afternoon
71152,2023-04-19,16:51:36,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,16,Afternoon
71153,2023-04-19,16:57:49,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,16,Afternoon
71154,2023-04-19,16:59:40,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,16,Afternoon
71155,2023-04-19,17:00:06,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,17,Evening
71156,2023-04-19,17:00:12,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,17,Evening
71157,2023-04-19,17:00:20,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,17,Evening
71158,2023-04-19,17:00:27,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,17,Evening
71159,2023-04-19,17:02:17,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,17,Evening
71160,2023-04-19,17:02:56,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,17,Evening
71161,2023-04-19,17:07:18,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,17,Evening
71162,2023-04-19,17:13:15,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,17,Evening
71163,2023-04-19,17:14:22,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,17,Evening
71164,2023-04-19,17:14:22,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,17,Evening
71165,2023-04-19,17:17:05,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,17,Evening
71166,2023-04-19,17:18:26,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,17,Evening
71167,2023-04-19,17:18:26,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,17,Evening
71168,2023-04-19,17:19:28,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,17,Evening
71169,2023-04-19,17:19:28,1,8,Hell's Kitchen,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,17,Evening
71170,2023-04-19,17:19:50,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,17,Evening
71171,2023-04-19,17:21:52,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,17,Evening
71172,2023-04-19,17:22:14,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,17,Evening
71173,2023-04-19,17:29:48,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,17,Evening
71174,2023-04-19,17:34:31,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,17,Evening
71175,2023-04-19,17:34:31,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,17,Evening
71176,2023-04-19,17:35:22,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,17,Evening
71177,2023-04-19,17:35:53,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,17,Evening
71178,2023-04-19,17:39:43,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,17,Evening
71179,2023-04-19,17:40:00,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,17,Evening
71180,2023-04-19,17:44:22,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,17,Evening
71181,2023-04-19,17:48:25,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,17,Evening
71182,2023-04-19,17:59:38,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,17,Evening
71183,2023-04-19,18:04:53,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,18,Evening
71184,2023-04-19,18:05:14,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,18,Evening
71185,2023-04-19,18:05:17,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,18,Evening
71186,2023-04-19,18:09:53,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,18,Evening
71187,2023-04-19,18:12:23,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,18,Evening
71188,2023-04-19,18:14:36,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,18,Evening
71189,2023-04-19,18:17:26,2,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,18,Evening
71190,2023-04-19,18:17:36,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,18,Evening
71191,2023-04-19,18:17:42,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,18,Evening
71192,2023-04-19,18:21:49,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,18,Evening
71193,2023-04-19,18:22:40,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,18,Evening
71194,2023-04-19,18:22:40,1,3,Astoria,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,18,Evening
71195,2023-04-19,18:23:33,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,18,Evening
71196,2023-04-19,18:24:08,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,18,Evening
71197,2023-04-19,18:24:08,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,18,Evening
71198,2023-04-19,18:24:59,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,18,Evening
71199,2023-04-19,18:24:59,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,18,Evening
71200,2023-04-19,18:28:40,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,18,Evening
71201,2023-04-19,18:30:44,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,18,Evening
71202,2023-04-19,18:34:27,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,18,Evening
71203,2023-04-19,18:39:41,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,18,Evening
71204,2023-04-19,18:39:54,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,18,Evening
71205,2023-04-19,18:40:07,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,18,Evening
71206,2023-04-19,18:42:51,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,18,Evening
71207,2023-04-19,18:46:22,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,18,Evening
71208,2023-04-19,18:46:22,1,8,Hell's Kitchen,4,20.45,Coffee beans,Espresso Beans,Primo Espresso Roast,18,Evening
71209,2023-04-19,18:47:05,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,18,Evening
71210,2023-04-19,18:49:02,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,18,Evening
71211,2023-04-19,18:50:27,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,18,Evening
71212,2023-04-19,18:50:27,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,18,Evening
71213,2023-04-19,18:51:32,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,18,Evening
71214,2023-04-19,18:52:13,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,18,Evening
71215,2023-04-19,18:54:22,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,18,Evening
71216,2023-04-19,18:54:22,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,18,Evening
71217,2023-04-19,19:05:10,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,19,Evening
71218,2023-04-19,19:05:10,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,19,Evening
71219,2023-04-19,19:13:13,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,19,Evening
71220,2023-04-19,19:24:53,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,19,Evening
71221,2023-04-19,19:25:12,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,19,Evening
71222,2023-04-19,19:27:04,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,19,Evening
71223,2023-04-19,19:28:44,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,19,Evening
71224,2023-04-19,19:28:50,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,19,Evening
